region,06.02.2021,05.02.2021,04.02.2021,03.02.2021,02.02.2021,01.02.2021,31.01.2021,30.01.2021,29.01.2021,28.01.2021,27.01.2021,26.01.2021,25.01.2021,24.01.2021,23.01.2021,22.01.2021,21.01.2021,20.01.2021,19.01.2021,18.01.2021,17.01.2021,16.01.2021,15.01.2021,14.01.2021,13.01.2021,12.01.2021,11.01.2021,10.01.2021,09.01.2021,08.01.2021,07.01.2021,06.01.2021,05.01.2021,04.01.2021,03.01.2021,02.01.2021,01.01.2021,31.12.2020,30.12.2020,29.12.2020,28.12.2020,27.12.2020,26.12.2020,25.12.2020,24.12.2020,23.12.2020,22.12.2020,21.12.2020,20.12.2020,19.12.2020,18.12.2020,17.12.2020,16.12.2020,15.12.2020,14.12.2020,13.12.2020,12.12.2020,11.12.2020,10.12.2020,09.12.2020,08.12.2020,07.12.2020,06.12.2020,05.12.2020,04.12.2020,03.12.2020,02.12.2020,01.12.2020,30.11.2020,29.11.2020,28.11.2020,27.11.2020,26.11.2020,25.11.2020,24.11.2020,23.11.2020,22.11.2020,21.11.2020,20.11.2020,19.11.2020,18.11.2020,17.11.2020,16.11.2020,15.11.2020,14.11.2020,13.11.2020,12.11.2020,11.11.2020,10.11.2020,09.11.2020,08.11.2020,07.11.2020,06.11.2020,05.11.2020,04.11.2020,03.11.2020,02.11.2020,01.11.2020,31.10.2020,30.10.2020,29.10.2020,28.10.2020,27.10.2020,26.10.2020,25.10.2020,24.10.2020,23.10.2020,22.10.2020,21.10.2020,20.10.2020,19.10.2020,18.10.2020,17.10.2020,16.10.2020,15.10.2020,14.10.2020,13.10.2020,12.10.2020,11.10.2020,10.10.2020,09.10.2020,08.10.2020,07.10.2020,06.10.2020,05.10.2020,04.10.2020,03.10.2020,02.10.2020,01.10.2020,30.09.2020,29.09.2020,28.09.2020,27.09.2020,26.09.2020,25.09.2020,24.09.2020,23.09.2020,22.09.2020,21.09.2020,20.09.2020,19.09.2020,18.09.2020,17.09.2020,16.09.2020,15.09.2020,14.09.2020,13.09.2020,12.09.2020,11.09.2020,10.09.2020,09.09.2020,08.09.2020,07.09.2020,06.09.2020,05.09.2020,04.09.2020,03.09.2020,02.09.2020,01.09.2020,31.08.2020,30.08.2020,29.08.2020,28.08.2020,27.08.2020,26.08.2020,25.08.2020,24.08.2020,23.08.2020,22.08.2020,21.08.2020,20.08.2020,19.08.2020,18.08.2020,17.08.2020,16.08.2020,15.08.2020,14.08.2020,13.08.2020,12.08.2020,11.08.2020,10.08.2020,09.08.2020,08.08.2020,07.08.2020,06.08.2020,05.08.2020,04.08.2020,03.08.2020,02.08.2020,01.08.2020,31.07.2020,30.07.2020,29.07.2020,28.07.2020,27.07.2020,26.07.2020,25.07.2020,24.07.2020,23.07.2020,22.07.2020,21.07.2020,20.07.2020,19.07.2020,18.07.2020,17.07.2020,16.07.2020,15.07.2020,14.07.2020,13.07.2020,12.07.2020,11.07.2020,10.07.2020,09.07.2020,08.07.2020,07.07.2020,06.07.2020,05.07.2020,04.07.2020,03.07.2020,02.07.2020,01.07.2020,30.06.2020,29.06.2020,28.06.2020,27.06.2020,26.06.2020,25.06.2020,24.06.2020,23.06.2020,22.06.2020,21.06.2020,20.06.2020,19.06.2020,18.06.2020,17.06.2020,16.06.2020,15.06.2020,14.06.2020,13.06.2020,12.06.2020,11.06.2020,10.06.2020,09.06.2020,08.06.2020,07.06.2020,06.06.2020,05.06.2020,04.06.2020,03.06.2020,02.06.2020,01.06.2020,31.05.2020,30.05.2020,29.05.2020,28.05.2020,27.05.2020,26.05.2020,25.05.2020,24.05.2020,23.05.2020,22.05.2020,21.05.2020,20.05.2020,19.05.2020,18.05.2020,17.05.2020,16.05.2020,15.05.2020,14.05.2020,13.05.2020,12.05.2020,11.05.2020,10.05.2020,09.05.2020,08.05.2020,07.05.2020,06.05.2020,05.05.2020,04.05.2020,03.05.2020,02.05.2020,01.05.2020,30.04.2020,29.04.2020,28.04.2020,27.04.2020,26.04.2020,25.04.2020,24.04.2020,23.04.2020,22.04.2020,21.04.2020,20.04.2020,19.04.2020,18.04.2020,17.04.2020,16.04.2020,15.04.2020,14.04.2020,13.04.2020,12.04.2020,11.04.2020,10.04.2020,09.04.2020,08.04.2020,07.04.2020,06.04.2020,05.04.2020,04.04.2020,03.04.2020,02.04.2020,01.04.2020,31.03.2020,30.03.2020,29.03.2020,28.03.2020,27.03.2020,26.03.2020
Тульская область,29928,29765,29599,29434,29267,29098,28926,28754,28584,28411,28233,28052,27867,27679,27489,27294,27099,26903,26705,26505,26305,26104,25900,25696,25489,25284,25078,24874,24673,24470,24268,24066,23865,23662,23457,23257,23056,22845,22635,22427,22219,22010,21802,21596,21388,21181,20974,20768,20560,20350,20141,19934,19726,19520,19313,19108,18902,18698,18493,18286,18084,17880,17679,17486,17300,17120,16945,16774,16606,16442,16249,16089,15932,15779,15624,15474,15326,15180,15033,14889,14746,14606,14468,14330,14195,14061,13930,13797,13665,13532,13402,13270,13141,13011,12879,12749,12618,12489,12366,12246,12131,12022,11915,11810,11706,11609,11516,11427,11344,11265,11192,11117,11043,10968,10895,10826,10762,10702,10645,10593,10542,10489,10440,10393,10347,10304,10266,10230,10196,10161,10127,10093,10061,10028,9997,9965,9935,9903,9872,9840,9808,9779,9748,9716,9686,9654,9623,9595,9569,9542,9513,9482,9454,9427,9398,9368,9341,9313,9283,9254,9226,9196,9167,9140,9114,9087,9059,9029,9000,8971,8941,8914,8885,8857,8827,8797,8765,8731,8698,8664,8633,8602,8570,8537,8506,8474,8444,8411,8379,8351,8323,8293,8261,8230,8198,8165,8130,8093,8056,8018,7977,7933,7890,7845,7796,7745,7688,7629,7568,7500,7439,7376,7312,7248,7182,7115,7046,6976,6908,6836,6762,6686,6613,6536,6460,6382,6302,6220,6137,6056,5973,5887,5802,5712,5620,5529,5436,5340,5245,5147,5047,4946,4843,4734,4620,4505,4398,4293,4183,4074,3968,3855,3751,3644,3532,3422,3318,3213,3102,3005,2915,2824,2735,2637,2545,2461,2364,2263,2158,2060,1971,1881,1795,1706,1620,1530,1445,1368,1293,1218,1135,1047,965,873,783,713,644,578,505,461,436,384,309,287,229,199,174,130,85,85,74,71,71,66,54,49,39,29,19,17,17,17,12,12,11,11,8,7
Тюменская область,29044,28909,28779,28644,28507,28369,28229,28088,27944,27799,27651,27501,27349,27194,27036,26876,26717,26558,26397,26230,26066,25903,25735,25569,25407,25242,25087,24933,24774,24619,24463,24306,24147,23987,23834,23678,23523,23365,23205,23049,22895,22738,22579,22419,22254,22084,21918,21753,21584,21415,21245,21077,20911,20748,20578,20402,20229,20058,19890,19727,19566,19406,19241,19078,18914,18749,18587,18427,18266,18106,17945,17780,17611,17438,17268,17096,16923,16753,16580,16409,16241,16076,15907,15742,15580,15412,15249,15091,14931,14779,14623,14470,14315,14162,14008,13855,13704,13549,13398,13249,13105,12967,12830,12695,12554,12415,12275,12134,11995,11857,11692,11550,11411,11275,11139,11006,10875,10745,10617,10499,10383,10271,10162,10057,9955,9858,9765,9674,9587,9506,9428,9356,9282,9211,9142,9072,9005,8942,8881,8816,8754,8690,8631,8574,8520,8469,8415,8360,8310,8257,8206,8158,8111,8062,8012,7961,7914,7865,7820,7771,7724,7673,7623,7575,7528,7479,7428,7380,7330,7278,7228,7177,7128,7073,7020,6966,6910,6855,6790,6726,6655,6581,6507,6430,6351,6271,6189,6107,6019,5929,5844,5755,5666,5576,5484,5389,5291,5190,5090,4987,4885,4779,4667,4560,4451,4367,4286,4204,4120,4035,3952,3870,3785,3713,3638,3560,3480,3397,3316,3231,3155,3087,3018,2953,2886,2827,2766,2717,2667,2621,2574,2529,2480,2433,2382,2330,2269,2196,2119,2069,2047,2013,1981,1947,1908,1873,1834,1798,1749,1702,1661,1638,1608,1580,1562,1532,1490,1448,1411,1366,1331,1278,1267,1227,1181,1135,1102,1057,1018,977,902,832,803,730,707,683,658,589,561,495,458,442,435,420,404,399,386,374,357,341,319,290,254,227,185,146,112,85,67,53,39,30,22,19,18,18,11,11,11,11,6,6,6,4,4,3,3,3
Удмуртская Республика,26129,26032,25937,25844,25753,25663,25539,25415,25278,25115,24941,24763,24581,24397,24212,24027,23838,23648,23458,23265,23071,22877,22684,22494,22302,22111,21922,21732,21542,21343,21141,20940,20727,20511,20293,20073,19854,19634,19415,19199,18981,18763,18546,18331,18119,17909,17703,17497,17290,17081,16870,16658,16450,16242,16036,15831,15628,15428,15226,15025,14829,14639,14453,14266,14081,13900,13721,13545,13368,13193,13020,12848,12679,12517,12355,12186,12014,11848,11691,11540,11390,11237,11079,10927,10777,10630,10491,10350,10213,10073,9934,9793,9659,9529,9394,9257,9122,8996,8870,8745,8622,8504,8384,8263,8137,8013,7890,7765,7645,7529,7422,7312,7197,7082,6964,6838,6721,6613,6503,6391,6275,6159,6042,5932,5826,5709,5594,5476,5363,5245,5131,5023,4923,4828,4739,4658,4577,4493,4408,4327,4245,4170,4103,4033,3961,3896,3836,3773,3712,3648,3593,3543,3491,3443,3392,3343,3294,3249,3211,3179,3150,3123,3092,3062,3040,3013,2990,2961,2931,2903,2876,2849,2819,2792,2764,2735,2706,2681,2654,2628,2602,2574,2547,2520,2492,2463,2442,2420,2398,2378,2360,2341,2323,2303,2279,2254,2229,2202,2173,2142,2111,2079,2044,2006,1966,1923,1880,1834,1792,1747,1701,1652,1623,1592,1554,1537,1519,1499,1476,1459,1440,1420,1400,1379,1357,1334,1314,1294,1272,1254,1235,1216,1195,1175,1153,1133,1114,1094,1073,1053,1031,1011,987,963,936,904,865,822,770,717,682,652,629,605,583,559,549,529,510,492,477,463,458,452,441,436,422,408,402,395,395,389,370,352,345,344,344,332,314,271,244,237,228,217,212,207,202,193,178,161,152,118,92,66,62,58,42,27,19,13,13,11,11,9,9,9,5,5,5,4,4,4,4,4,4,4,4,2
Ульяновская область,44827,44658,44485,44311,44134,43958,43779,43597,43408,43210,42991,42763,42528,42289,42051,41813,41574,41333,41089,40844,40598,40351,40105,39861,39616,39369,39124,38880,38634,38389,38145,37901,37656,37403,37135,36862,36589,36313,36035,35753,35469,35188,34904,34622,34342,34057,33771,33487,33202,32919,32635,32349,32062,31773,31479,31188,30895,30601,30307,30017,29733,29453,29178,28907,28639,28373,28112,27855,27601,27348,27097,26848,26600,26352,26108,25866,25623,25385,25155,24921,24686,24455,24228,24002,23779,23559,23342,23124,22908,22694,22483,22269,22057,21848,21636,21426,21215,21005,20797,20592,20386,20182,19981,19778,19578,19381,19186,18996,18811,18627,18444,18264,18089,17919,17739,17565,17395,17226,17062,16902,16750,16600,16452,16304,16155,16010,15869,15740,15612,15487,15365,15246,15128,15011,14892,14771,14651,14528,14403,14279,14154,14033,13913,13788,13661,13533,13404,13276,13166,13057,12949,12844,12745,12648,12550,12451,12353,12259,12164,12072,11981,11892,11807,11718,11638,11558,11473,11386,11302,11215,11124,11025,10934,10839,10737,10646,10526,10440,10346,10255,10140,10045,9935,9835,9735,9626,9526,9417,9307,9205,9095,8995,8885,8781,8671,8569,8461,8357,8247,8137,8037,7927,7818,7706,7596,7493,7382,7272,7162,7051,6944,6836,6733,6628,6520,6415,6308,6203,6096,5993,5888,5780,5674,5567,5461,5352,5242,5133,5026,4920,4810,4700,4589,4467,4344,4195,4048,3902,3783,3633,3538,3450,3359,3265,3168,3074,2965,2870,2770,2672,2567,2466,2369,2271,2196,2121,2051,1959,1861,1764,1666,1596,1526,1462,1366,1260,1159,1081,1012,932,886,848,807,765,681,605,573,544,528,499,461,429,406,379,360,331,307,280,253,228,196,187,187,168,157,138,123,104,86,86,70,62,40,6,4,4,2,1,1,1,1,1,1,1,1,1,1,1
Хабаровский край,46048,45828,45580,45329,45064,44796,44523,44238,43951,43661,43370,43077,42786,42492,42195,41894,41591,41292,40990,40692,40396,40096,39793,39492,39188,38881,38579,38280,37983,37685,37382,37070,36750,36424,36089,35756,35419,35081,34740,34405,34068,33728,33390,33044,32701,32359,32014,31675,31334,30994,30648,30307,29964,29619,29282,28948,28610,28270,27928,27589,27254,26920,26583,26248,25907,25571,25233,24900,24570,24246,23917,23586,23249,22905,22587,22272,21961,21651,21344,21046,20761,20485,20212,19943,19672,19402,19138,18877,18629,18387,18150,17912,17677,17441,17207,16980,16754,16525,16294,16062,15838,15618,15417,15220,15039,14860,14682,14512,14338,14180,14020,13878,13747,13617,13494,13374,13259,13151,13041,12938,12836,12735,12641,12554,12476,12395,12316,12238,12158,12079,12007,11939,11878,11814,11741,11667,11591,11519,11458,11392,11325,11255,11187,11126,11059,10993,10923,10854,10782,10705,10638,10576,10519,10472,10419,10369,10309,10236,10150,10101,10033,9972,9910,9860,9795,9718,9593,9525,9443,9375,9304,9229,9159,9086,9014,8950,8874,8804,8723,8634,8556,8469,8378,8280,8178,8058,7961,7861,7759,7650,7540,7428,7312,7192,7091,6973,6851,6714,6584,6457,6334,6208,6088,5986,5873,5754,5637,5539,5432,5311,5217,5114,5014,4918,4820,4726,4644,4555,4481,4386,4300,4221,4140,4063,3978,3899,3824,3752,3669,3590,3524,3447,3372,3294,3226,3153,3083,3009,2938,2869,2804,2733,2661,2596,2537,2468,2398,2333,2273,2209,2142,2081,2018,1959,1890,1827,1760,1698,1633,1572,1509,1444,1380,1325,1273,1223,1176,1126,1074,1023,977,935,896,862,821,781,738,699,668,629,595,566,536,498,467,439,406,379,351,310,272,243,215,185,147,109,91,77,54,54,29,29,28,24,24,16,11,11,10,10,9,9,8,7,7,5,5,5
Ханты-Мансийский АО,48629,48461,48307,48155,48009,47838,47656,47474,47296,47107,46919,46734,46535,46324,46110,45892,45675,45463,45248,45029,44806,44580,44359,44144,43926,43715,43510,43314,43156,42963,42789,42617,42415,42197,41964,41740,41514,41294,41071,40854,40635,40414,40191,39965,39737,39508,39283,39064,38842,38616,38386,38159,37930,37703,37479,37249,37015,36784,36557,36333,36111,35886,35666,35439,35218,34994,34774,34557,34342,34117,33900,33685,33474,33265,33063,32866,32666,32462,32255,32052,31851,31652,31454,31247,31047,30842,30641,30442,30237,30040,29837,29636,29437,29242,29043,28847,28658,28465,28271,28073,27877,27680,27481,27287,27096,26901,26710,26516,26317,26124,25930,25731,25531,25335,25139,24944,24745,24548,24340,24141,23952,23777,23602,23433,23280,23121,22966,22813,22660,22513,22372,22229,22078,21934,21787,21646,21516,21391,21273,21175,21077,20988,20907,20831,20748,20665,20583,20505,20430,20350,20270,20193,20121,20045,19967,19891,19816,19744,19676,19609,19543,19478,19414,19350,19285,19221,19152,19076,18999,18916,18831,18747,18664,18592,18518,18428,18325,18219,18111,17994,17886,17769,17619,17492,17349,17189,17020,16843,16671,16503,16333,16162,15990,15817,15630,15442,15250,15057,14861,14663,14442,14214,13978,13741,13494,13245,12993,12742,12474,12204,11937,11669,11406,11141,10873,10590,10301,10029,9756,9485,9219,8958,8679,8402,8117,7837,7542,7223,6900,6581,6286,5992,5712,5453,5210,4973,4753,4569,4340,4157,4007,3821,3624,3475,3346,3231,3104,2987,2847,2736,2587,2436,2300,2133,2028,1924,1849,1755,1670,1568,1510,1430,1371,1308,1252,1166,1048,965,926,865,822,777,693,626,583,551,537,508,467,449,414,405,387,366,338,297,274,233,217,215,203,197,188,175,161,128,110,71,56,41,41,41,41,41,41,38,19,19,16,16,8,8,5,5,5,4,4,4
Челябинская область,45470,45200,44928,44655,44380,44102,43822,43543,43262,42980,42695,42408,42119,41827,41536,41243,40949,40652,40353,40051,39748,39447,39152,38859,38567,38278,37987,37692,37398,37103,36806,36508,36208,35906,35607,35309,35008,34705,34400,34094,33784,33473,33157,32843,32532,32223,31918,31609,31297,30983,30666,30356,30046,29737,29432,29129,28829,28531,28234,27935,27634,27334,27032,26729,26424,26121,25823,25533,25249,24973,24701,24440,24188,23947,23719,23496,23277,23059,22846,22627,22409,22194,21984,21773,21564,21357,21156,20959,20765,20576,20390,20205,20024,19845,19670,19498,19329,19159,18995,18837,18686,18538,18393,18255,18122,17986,17857,17740,17630,17526,17427,17325,17223,17123,17021,16924,16832,16743,16649,16553,16460,16368,16274,16182,16093,16007,15926,15847,15768,15692,15619,15551,15489,15424,15367,15295,15220,15142,15065,14997,14928,14857,14796,14724,14652,14581,14514,14453,14384,14318,14249,14187,14122,14063,14000,13934,13877,13826,13753,13682,13620,13558,13488,13420,13351,13289,13219,13160,13090,13019,12946,12875,12804,12737,12668,12589,12513,12433,12349,12261,12176,12093,11999,11912,11823,11731,11628,11523,11416,11307,11197,11080,10961,10836,10712,10584,10453,10329,10208,10078,9946,9816,9682,9552,9420,9289,9164,9032,8900,8768,8649,8520,8391,8262,8127,7989,7861,7730,7602,7473,7339,7202,7058,6912,6760,6602,6442,6268,6083,5825,5649,5467,5291,5125,4958,4822,4651,4482,4341,4221,4130,4015,3880,3737,3614,3499,3371,3263,3150,3042,2929,2795,2659,2509,2368,2286,2216,2180,2135,2073,1993,1913,1829,1755,1659,1574,1476,1407,1307,1263,1212,1118,1041,951,881,839,812,768,682,631,568,538,494,427,408,360,302,240,168,111,102,92,78,68,61,57,53,51,48,43,40,40,34,34,32,32,31,27,26,23,21,21,14,14,12,9,5,5
Чеченская Республика,10955,10923,10891,10862,10837,10815,10789,10758,10725,10690,10646,10614,10582,10544,10504,10459,10407,10354,10295,10238,10175,10110,10040,9968,9891,9811,9726,9644,9565,9485,9397,9304,9207,9106,9003,8895,8783,8668,8551,8428,8292,8154,8015,7870,7728,7587,7441,7298,7159,7016,6876,6734,6593,6455,6318,6179,6039,5897,5754,5609,5465,5323,5184,5043,4856,4731,4609,4489,4374,4262,4155,4052,3951,3854,3763,3677,3597,3522,3451,3382,3316,3254,3195,3138,3084,3031,2982,2935,2891,2849,2812,2780,2751,2724,2701,2683,2669,2656,2643,2629,2617,2606,2596,2586,2577,2568,2559,2551,2545,2541,2535,2528,2522,2517,2513,2507,2503,2498,2491,2484,2479,2473,2469,2463,2458,2451,2447,2441,2434,2428,2424,2419,2413,2409,2404,2397,2393,2388,2384,2378,2374,2368,2361,2356,2352,2347,2341,2337,2333,2327,2322,2314,2307,2303,2296,2290,2286,2280,2274,2270,2265,2258,2253,2249,2245,2240,2233,2228,2222,2215,2209,2205,2200,2194,2190,2183,2177,2170,2165,2158,2152,2147,2140,2132,2122,2114,2102,2093,2082,2072,2060,2046,2030,2018,2010,2000,1985,1971,1958,1949,1937,1927,1919,1908,1895,1878,1863,1851,1842,1832,1821,1814,1809,1801,1795,1786,1772,1757,1748,1736,1723,1713,1708,1694,1677,1664,1654,1645,1634,1619,1600,1579,1560,1543,1529,1513,1496,1481,1464,1441,1420,1400,1384,1365,1345,1326,1306,1291,1278,1264,1247,1227,1209,1192,1174,1152,1133,1112,1090,1066,1046,1026,1005,986,966,943,918,891,865,841,813,787,759,733,705,674,645,615,583,553,525,504,485,465,447,429,409,387,365,347,323,303,264,219,175,115,108,105,64,49,47,30,22,22,22,17,16,15,15,12,10,10,9,9,9,5,3,1
Чукотский автономный округ,655,649,646,640,638,633,633,633,623,621,615,610,605,605,603,600,594,592,586,582,581,580,578,569,561,558,556,549,549,549,549,546,546,539,539,539,539,538,535,532,528,528,527,521,506,499,498,492,492,487,477,471,462,455,443,443,438,429,429,424,422,419,417,416,414,409,402,392,389,389,386,376,368,361,355,347,338,321,316,313,305,300,291,286,284,281,277,274,273,267,267,267,259,254,250,247,243,243,241,239,239,233,233,231,230,230,224,222,221,220,220,220,220,218,214,212,212,210,210,209,208,204,202,201,201,200,199,196,194,192,192,192,190,190,187,185,185,183,183,182,182,181,180,180,180,179,179,178,177,175,174,174,174,174,174,172,172,172,172,171,171,171,171,170,169,168,168,167,167,167,165,165,164,164,164,162,162,162,162,162,162,162,160,159,157,154,154,154,154,152,152,152,152,152,152,151,151,150,150,148,148,148,146,146,146,146,145,144,144,144,144,144,143,142,141,140,139,139,139,138,138,138,138,138,138,136,135,135,134,133,133,132,130,129,129,129,129,129,129,120,114,112,110,106,106,102,97,91,87,81,80,80,78,73,66,63,61,61,59,58,56,56,56,56,56,56,47,42,36,35,31,31,30,28,27,27,26,25,24,24,23,20,18,17,17,17,15,12,11,6,6,2,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ямало-Ненецкий автономный округ,35984,35923,35864,35803,35741,35680,35615,35552,35489,35425,35354,35282,35207,35128,35039,34944,34847,34740,34630,34515,34403,34290,34178,34068,33956,33841,33720,33596,33474,33351,33213,33065,32916,32764,32603,32441,32273,32106,31938,31767,31593,31418,31244,31068,30893,30716,30538,30352,30164,29977,29791,29603,29416,29224,29035,28840,28647,28459,28272,28083,27891,27701,27510,27317,27123,26931,26740,26541,26343,26149,25951,25756,25557,25359,25162,24966,24772,24576,24377,24180,23982,23787,23595,23404,23210,23018,22825,22633,22439,22248,22055,21861,21669,21480,21293,21108,20924,20742,20557,20374,20190,20008,19825,19644,19467,19288,19110,18936,18761,18586,18298,18125,17954,17787,17623,17461,17298,17140,16986,16834,16683,16534,16386,16238,16089,15944,15803,15669,15536,15404,15275,15142,15033,14935,14839,14750,14669,14594,14526,14461,14398,14341,14282,14220,14162,14101,14042,13992,13944,13894,13840,13792,13739,13695,13640,13594,13547,13503,13457,13411,13364,13315,13269,13222,13180,13135,13080,13019,12957,12894,12829,12760,12688,12612,12528,12436,12346,12259,12168,12080,11988,11895,11800,11712,11621,11525,11431,11339,11235,11127,11016,10904,10788,10673,10537,10414,10289,10159,10001,9831,9656,9478,9323,9147,8965,8759,8572,8370,8159,7954,7742,7547,7339,7143,6941,6752,6555,6368,6171,5980,5783,5580,5332,5159,5005,4858,4709,4553,4416,4271,4131,3966,3834,3713,3586,3505,3412,3325,3211,3086,2964,2887,2833,2777,2694,2621,2579,2534,2479,2466,2415,2375,2310,2280,2249,2202,2151,2092,2054,2025,1989,1902,1838,1806,1748,1689,1598,1548,1433,1360,1311,1239,1177,1105,1054,1018,925,820,712,608,557,514,463,409,387,375,348,303,266,243,149,146,140,116,106,101,95,73,66,66,62,50,41,41,41,30,12,12,12,12,2,0,0,0,0,0,0,0
Ярославская область,29217,29037,28854,28674,28490,28307,28121,27937,27752,27567,27380,27193,27007,26822,26634,26447,26260,26074,25885,25697,25510,25320,25130,24941,24754,24565,24375,24185,23994,23807,23621,23431,23239,23048,22863,22676,22483,22291,22104,21917,21726,21533,21344,21157,20967,20774,20584,20397,20208,20017,19827,19637,19444,19252,19064,18874,18685,18494,18307,18117,17927,17741,17554,17364,17178,16990,16804,16617,16433,16250,16064,15877,15694,15507,15319,15137,14954,14774,14590,14410,14235,14059,13887,13713,13540,13365,13188,13019,12857,12701,12545,12388,12234,12087,11944,11808,11677,11544,11414,11287,11164,11046,10933,10825,10711,10593,10476,10365,10258,10157,10055,9951,9844,9745,9641,9547,9460,9378,9297,9214,9137,9064,8997,8932,8874,8820,8760,8700,8644,8587,8533,8483,8435,8384,8331,8281,8235,8186,8138,8088,8041,7997,7950,7904,7851,7809,7763,7722,7678,7629,7584,7542,7504,7465,7423,7385,7345,7308,7269,7228,7188,7150,7117,7077,7037,6999,6964,6925,6885,6847,6810,6772,6732,6695,6655,6616,6578,6542,6500,6462,6423,6386,6346,6309,6268,6229,6190,6153,6112,6071,6034,5996,5955,5916,5877,5835,5797,5760,5719,5677,5637,5598,5560,5519,5476,5431,5387,5347,5306,5267,5230,5190,5147,5106,5069,5031,4991,4954,4909,4866,4825,4785,4741,4699,4658,4614,4571,4526,4482,4435,4390,4342,4295,4256,4211,4162,4121,4073,4020,3963,3903,3844,3781,3714,3646,3576,3501,3430,3356,3284,3210,3132,3055,2976,2892,2808,2726,2632,2531,2424,2309,2206,2073,1938,1829,1726,1629,1537,1450,1363,1275,1192,1114,1051,993,935,880,829,789,710,634,570,506,483,456,409,384,342,305,263,198,187,144,117,105,81,62,39,27,27,27,13,13,13,11,11,6,6,5,3,3,3,3,3,3,2,2,1
